accident_id,person_id,involvement_type,age,injury,vehicle_type,action_taken
466,1494,Vehicle Owner,,,Other,
466,1495,Truck Driver,72.0,None,Truck - Open,Stopped
466,1496,Driver,47.0,None,"Automobile, Station Wagon",Stopped
466,1497,Driver,32.0,Major,"Automobile, Station Wagon",Stopped
466,1498,Driver,57.0,None,"Automobile, Station Wagon",Stopped
466,1499,Passenger,62.0,Minor,Other,
466,1500,Driver,72.0,Minor,"Automobile, Station Wagon",Going Ahead
466,1501,Driver,37.0,None,"Automobile, Station Wagon",Stopped
467,1502,Driver,27.0,None,"Automobile, Station Wagon",Going Ahead
467,1503,Vehicle Owner,,,Other,
467,1504,Driver,37.0,Major,"Automobile, Station Wagon",Going Ahead
468,1505,Driver,57.0,None,"Automobile, Station Wagon",Turning Left
468,1506,Pedestrian,52.0,Major,Other,
469,1507,Passenger,7.0,Minimal,Other,
469,1508,Driver,37.0,Major,"Automobile, Station Wagon",Going Ahead
469,1509,Driver,47.0,Minimal,"Automobile, Station Wagon",Going Ahead
470,1510,Other Property Owner,,,Other,
470,1511,Passenger,37.0,Major,Other,
470,1512,Driver,27.0,Major,"Automobile, Station Wagon",Going Ahead
471,1513,Driver,72.0,Minimal,"Automobile, Station Wagon",Other
471,1514,Passenger,27.0,Minimal,Other,
471,1515,Driver,32.0,Major,"Automobile, Station Wagon",Going Ahead
472,1516,Driver,67.0,Major,"Automobile, Station Wagon",Going Ahead
472,1517,Driver,47.0,Major,"Automobile, Station Wagon",Slowing or Stopping
473,1518,Driver,57.0,Major,"Automobile, Station Wagon",Slowing or Stopping
473,1519,Driver,37.0,None,"Automobile, Station Wagon",Going Ahead
474,1520,Driver,67.0,None,"Automobile, Station Wagon",Turning Left
474,1521,Pedestrian,12.0,Major,Other,
475,1522,Driver,27.0,None,"Automobile, Station Wagon",Turning Left
475,1523,Pedestrian,12.0,Major,Other,
476,1524,Passenger,17.0,Minor,Other,
476,1525,Passenger,22.0,Major,Other,
476,1526,Driver,22.0,Minor,"Automobile, Station Wagon",Going Ahead
476,1527,Other Property Owner,,,Other,
476,1528,Driver,,None,"Automobile, Station Wagon",Going Ahead
477,1529,Driver,67.0,None,"Automobile, Station Wagon",Turning Left
477,1530,Pedestrian,82.0,Major,Other,
478,1531,Vehicle Owner,,,Other,
478,1532,Driver,42.0,None,"Automobile, Station Wagon",Going Ahead
478,1533,Driver,47.0,Major,"Automobile, Station Wagon",Turning Left
479,1534,Vehicle Owner,,,Other,
479,1535,Driver,22.0,None,"Automobile, Station Wagon",Turning Left
479,1536,Pedestrian,2.0,None,Other,
479,1537,Pedestrian,32.0,Major,Other,Unknown
480,1538,Driver,52.0,Major,"Automobile, Station Wagon",Going Ahead
480,1539,Other,,Major,Other,Parked
480,1540,Pedestrian,12.0,Major,Other,Other
481,1541,Vehicle Owner,,None,Other,
481,1542,Driver,17.0,None,"Automobile, Station Wagon",Going Ahead
481,1543,Driver,37.0,Major,"Automobile, Station Wagon",Stopped
482,1544,Driver,27.0,Minor,"Automobile, Station Wagon",Turning Left
482,1545,Driver,27.0,Major,"Automobile, Station Wagon",Going Ahead
483,1546,Driver,47.0,Major,"Automobile, Station Wagon",Going Ahead
483,1547,Driver,57.0,None,"Automobile, Station Wagon",Changing Lanes
483,1548,Driver,22.0,None,"Automobile, Station Wagon",Stopped
484,1549,Vehicle Owner,,None,Other,
484,1550,Passenger,27.0,None,Other,
484,1551,Passenger,22.0,None,Other,
484,1552,Driver,22.0,Minimal,"Automobile, Station Wagon",Unknown
484,1553,Driver,27.0,Major,"Automobile, Station Wagon",Going Ahead
485,1554,Passenger,22.0,Major,Other,
485,1555,Driver,27.0,None,"Automobile, Station Wagon",Going Ahead
486,1556,Driver,37.0,None,"Automobile, Station Wagon",Turning Left
486,1557,Pedestrian,42.0,Major,Other,
487,1558,Passenger,57.0,Minor,Other,
487,1559,Vehicle Owner,,,Other,
487,1560,Driver,37.0,Major,"Automobile, Station Wagon",Going Ahead
488,1561,Vehicle Owner,,None,Other,
488,1562,Truck Driver,17.0,None,Truck - Open,Going Ahead
488,1563,Passenger,37.0,Major,Other,
488,1564,Driver,37.0,Minor,"Automobile, Station Wagon",Turning Left
488,1565,Driver,22.0,None,"Automobile, Station Wagon",Stopped
489,1566,Passenger,57.0,Minimal,Other,
489,1567,Driver,62.0,None,"Automobile, Station Wagon",Stopped
489,1568,Driver,27.0,Minor,"Automobile, Station Wagon",Stopped
489,1569,Passenger,37.0,Major,Other,
489,1570,Vehicle Owner,,None,Other,
489,1571,Driver,37.0,None,Other,Going Ahead
490,1572,Vehicle Owner,,None,Other,
490,1573,Driver,47.0,None,"Automobile, Station Wagon",Going Ahead
490,1574,Passenger,7.0,Major,Other,
490,1575,Passenger,7.0,Minimal,Other,
490,1576,Passenger,12.0,Minimal,Other,
490,1577,Passenger,37.0,Minimal,Other,
490,1578,Driver,42.0,Minimal,"Automobile, Station Wagon",Turning Left
490,1579,Driver,37.0,None,"Automobile, Station Wagon",Going Ahead
491,1580,Vehicle Owner,,,Other,
491,1581,Driver,27.0,None,,Turning Right
491,1582,Cyclist,52.0,Major,Bicycle,Going Ahead
492,1583,Vehicle Owner,,None,Other,
492,1584,Driver,37.0,Minimal,"Automobile, Station Wagon",Going Ahead
492,1585,Driver,72.0,Major,"Automobile, Station Wagon",Going Ahead
492,1586,Driver,47.0,None,"Automobile, Station Wagon",Stopped
492,1587,Passenger,27.0,Minimal,Other,
493,1588,Motorcycle Driver,32.0,Major,Motorcycle,Going Ahead
493,1589,Driver,22.0,None,"Automobile, Station Wagon",Making U Turn
494,1590,Driver,,None,"Automobile, Station Wagon",Going Ahead
494,1591,Cyclist,17.0,Major,Bicycle,Going Ahead
495,1592,Vehicle Owner,,None,Other,
495,1593,Driver,27.0,None,"Automobile, Station Wagon",Going Ahead
495,1594,Driver,47.0,Major,"Automobile, Station Wagon",Going Ahead
496,1595,Vehicle Owner,,,Other,
496,1596,Driver,37.0,None,"Automobile, Station Wagon",Turning Right
496,1597,Cyclist,22.0,Major,Bicycle,Going Ahead
497,1598,Passenger,27.0,Major,Other,
497,1599,Driver,17.0,None,Other,Merging
498,1600,Vehicle Owner,,None,Other,
498,1601,Driver,27.0,Major,"Automobile, Station Wagon",Going Ahead
498,1602,Driver,42.0,Minimal,Municipal Transit Bus (TTC),Turning Left
499,1603,Vehicle Owner,,,Other,
499,1604,Truck Driver,37.0,None,Truck - Open,Turning Left
499,1605,Pedestrian,72.0,Fatal,Other,
500,1606,Passenger,22.0,Minimal,Other,
500,1607,Driver,27.0,Minimal,"Automobile, Station Wagon",Going Ahead
500,1608,Driver,62.0,Minimal,"Automobile, Station Wagon",Going Ahead
500,1609,Pedestrian,37.0,Minor,Other,
500,1610,Pedestrian,27.0,Major,Other,
501,1611,Driver,42.0,None,"Automobile, Station Wagon",Going Ahead
501,1612,Driver,22.0,Minor,"Automobile, Station Wagon",Stopped
501,1613,Pedestrian,72.0,Major,Other,
502,1614,Driver,27.0,None,"Automobile, Station Wagon",Slowing or Stopping
502,1615,Pedestrian,67.0,Major,Other,
503,1616,Driver,37.0,Minimal,"Automobile, Station Wagon",Going Ahead
503,1617,Driver,47.0,Major,"Automobile, Station Wagon",Stopped
504,1618,Passenger,37.0,Major,Other,
504,1619,Vehicle Owner,,,Other,
504,1620,Driver,32.0,Minor,"Automobile, Station Wagon",Pulling Onto Shoulder or towardCurb
504,1621,Other Property Owner,,,Other,
505,1622,Vehicle Owner,,,Other,
505,1623,Driver,47.0,None,"Automobile, Station Wagon",Going Ahead
505,1624,Passenger,42.0,Major,Other,
505,1625,Driver,27.0,Minor,"Automobile, Station Wagon",Pulling Onto Shoulder or towardCurb
506,1626,Driver,57.0,None,"Automobile, Station Wagon",Turning Left
506,1627,Pedestrian,72.0,Major,Other,
507,1628,Driver,42.0,None,Other,Turning Left
507,1629,Pedestrian,52.0,Major,Other,
508,1630,Driver,22.0,None,"Automobile, Station Wagon",Turning Left
508,1631,Pedestrian,67.0,Major,Other,
509,1632,Driver,52.0,None,"Automobile, Station Wagon",Going Ahead
509,1633,Driver,17.0,Major,"Automobile, Station Wagon",Going Ahead
510,1634,Pedestrian,72.0,Major,Other,
510,1635,Driver,82.0,None,"Automobile, Station Wagon",Turning Left
511,1636,Vehicle Owner,,,Other,
511,1637,Driver,52.0,Minimal,"Automobile, Station Wagon",Stopped
511,1638,Driver,27.0,Minimal,"Automobile, Station Wagon",Going Ahead
511,1639,Driver,62.0,Major,"Automobile, Station Wagon",Going Ahead
512,1640,Vehicle Owner,,,Other,
512,1641,Driver,42.0,Minor,"Automobile, Station Wagon",Going Ahead
512,1642,Driver,47.0,Minor,"Automobile, Station Wagon",Stopped
512,1643,Passenger,12.0,Minimal,Other,
512,1644,Passenger,47.0,Minor,Other,
512,1645,Driver,22.0,Major,"Automobile, Station Wagon",Going Ahead
513,1646,Driver,77.0,Major,"Automobile, Station Wagon",Going Ahead
513,1647,Passenger,7.0,None,Other,
513,1648,Driver,37.0,None,"Automobile, Station Wagon",Going Ahead
514,1649,Vehicle Owner,,,Other,
514,1650,Driver,57.0,None,"Automobile, Station Wagon",Turning Left
514,1651,Pedestrian,62.0,Fatal,Other,
515,1652,Driver,62.0,None,"Automobile, Station Wagon",Going Ahead
515,1653,Pedestrian,37.0,Major,Other,
516,1654,Passenger,77.0,Minor,Other,
516,1655,Driver,52.0,Minor,"Automobile, Station Wagon",Going Ahead
516,1656,Passenger,87.0,Minor,Other,
516,1657,Driver,52.0,Minimal,"Automobile, Station Wagon",Going Ahead
516,1658,Passenger,37.0,Minimal,Other,
516,1659,Driver,42.0,Major,"Automobile, Station Wagon",Going Ahead
517,1660,Driver,47.0,None,"Automobile, Station Wagon",Going Ahead
517,1661,Pedestrian,27.0,Fatal,Other,
518,1662,Driver,42.0,None,"Automobile, Station Wagon",Overtaking
518,1663,Cyclist,17.0,Major,Bicycle,Going Ahead
519,1664,Driver,27.0,Minor,"Automobile, Station Wagon",Going Ahead
519,1665,Driver,47.0,Major,"Automobile, Station Wagon",Turning Left
519,1666,Other Property Owner,,,Other,
520,1667,Driver,72.0,None,"Automobile, Station Wagon",Going Ahead
520,1668,Passenger,52.0,Major,"Automobile, Station Wagon",
520,1669,Driver,52.0,None,"Automobile, Station Wagon",Going Ahead
521,1670,Pedestrian,87.0,Fatal,Other,
521,1671,Vehicle Owner,,,Other,
521,1672,Driver,57.0,None,"Automobile, Station Wagon",Going Ahead
522,1673,Driver,,None,"Automobile, Station Wagon",Turning Left
522,1674,Pedestrian,22.0,Major,Other,
523,1675,Motorcycle Driver,37.0,Major,Motorcycle,Going Ahead
523,1676,Driver,52.0,None,"Automobile, Station Wagon",Changing Lanes
524,1677,Vehicle Owner,,,Other,
524,1678,Driver,27.0,None,"Automobile, Station Wagon",Going Ahead
524,1679,Pedestrian,77.0,Fatal,Other,
525,1680,Driver,17.0,None,"Automobile, Station Wagon",Going Ahead
525,1681,Pedestrian,22.0,Minor,Other,Unknown
525,1682,Pedestrian,87.0,Major,Other,Unknown
526,1683,Vehicle Owner,,,Other,
526,1684,Driver,32.0,None,Municipal Transit Bus (TTC),Going Ahead
526,1685,Passenger,22.0,Major,Other,
526,1686,Driver,22.0,Fatal,"Automobile, Station Wagon",Going Ahead
527,1687,Vehicle Owner,,,Other,
527,1688,Driver,27.0,None,"Automobile, Station Wagon",Going Ahead
527,1689,Pedestrian,7.0,None,Other,
527,1690,Pedestrian,7.0,None,Other,Unknown
527,1691,Pedestrian,27.0,Minor,Other,
527,1692,Pedestrian,17.0,Major,Other,Unknown
528,1693,Driver,32.0,None,"Automobile, Station Wagon",Going Ahead
528,1694,Passenger,2.0,Major,Other,
528,1695,Driver,32.0,Minor,"Automobile, Station Wagon",Slowing or Stopping
529,1696,Driver,27.0,None,"Automobile, Station Wagon",Stopped
529,1697,Passenger,32.0,Minimal,Other,
529,1698,Driver,32.0,Major,"Automobile, Station Wagon",Going Ahead
529,1699,Driver,52.0,Minimal,"Automobile, Station Wagon",Turning Left
530,1700,Pedestrian,82.0,Major,Other,Unknown
530,1701,Driver,47.0,None,"Automobile, Station Wagon",Going Ahead
531,1702,Driver,,None,"Automobile, Station Wagon",Changing Lanes
531,1703,Vehicle Owner,,,,
531,1704,Cyclist,37.0,Major,Police Vehicle,Going Ahead
532,1705,Driver,82.0,None,"Automobile, Station Wagon",Going Ahead
532,1706,Driver,47.0,Major,"Automobile, Station Wagon",Stopped
532,1707,Driver,,None,"Automobile, Station Wagon",Unknown
533,1708,Driver,22.0,None,"Automobile, Station Wagon",Going Ahead
533,1709,Cyclist,17.0,Major,Bicycle,Going Ahead
534,1710,Driver,32.0,None,"Automobile, Station Wagon",Turning Left
534,1711,Pedestrian,52.0,Major,Other,
535,1712,Passenger,32.0,Minor,Other,
535,1713,Driver,37.0,Major,"Automobile, Station Wagon",Making U Turn
535,1714,Vehicle Owner,,,Other,
535,1715,Driver,27.0,None,Municipal Transit Bus (TTC),Going Ahead
536,1716,Driver,37.0,None,"Automobile, Station Wagon",Turning Left
536,1717,Pedestrian,72.0,Major,Other,
537,1718,Driver,82.0,None,"Automobile, Station Wagon",Turning Left
537,1719,Pedestrian,42.0,Major,Other,
538,1720,Vehicle Owner,,,Other,
538,1721,Driver,57.0,Fatal,"Automobile, Station Wagon",Going Ahead
539,1722,Vehicle Owner,,,Other,
539,1723,Driver,27.0,None,"Automobile, Station Wagon",Changing Lanes
539,1724,Driver,52.0,Major,"Automobile, Station Wagon",Going Ahead
539,1725,Passenger,52.0,Major,Other,
539,1726,Other Property Owner,,,Other,
540,1727,Driver,67.0,None,"Automobile, Station Wagon",Turning Right
540,1728,Pedestrian,57.0,Major,Other,Going Ahead
541,1729,Passenger,12.0,Minimal,Other,
541,1730,Passenger,42.0,Major,Other,
541,1731,Driver,42.0,Minor,"Automobile, Station Wagon",Stopped
541,1732,Driver,27.0,None,"Automobile, Station Wagon",Going Ahead
542,1733,Motorcycle Driver,47.0,Major,Motorcycle,Going Ahead
542,1734,Driver,57.0,None,"Automobile, Station Wagon",Going Ahead
543,1735,Vehicle Owner,,,Other,
543,1736,Driver,42.0,None,"Automobile, Station Wagon",Turning Left
543,1737,Pedestrian,27.0,Major,Other,
544,1738,Driver,47.0,Major,"Automobile, Station Wagon",Going Ahead
544,1739,Driver,72.0,None,"Automobile, Station Wagon",Going Ahead
545,1740,Vehicle Owner,,,Other,
545,1741,Driver,22.0,None,"Automobile, Station Wagon",Turning Right
545,1742,Pedestrian,27.0,Major,Other,
546,1743,Vehicle Owner,,,Other,
546,1744,Driver,37.0,Major,"Automobile, Station Wagon",Going Ahead
546,1745,Driver,22.0,Minimal,"Automobile, Station Wagon",Turning Left
547,1746,Driver,52.0,None,"Automobile, Station Wagon",Going Ahead
547,1747,Pedestrian,47.0,Major,Other,
548,1748,Vehicle Owner,,,Other,
548,1749,Driver,47.0,None,"Automobile, Station Wagon",Slowing or Stopping
548,1750,Other,62.0,None,"Automobile, Station Wagon",Parked
548,1751,Driver,17.0,None,"Automobile, Station Wagon",Going Ahead
548,1752,Other Property Owner,,,Other,
548,1753,Pedestrian,37.0,Major,Other,
549,1754,Passenger,22.0,Major,Other,
549,1755,Vehicle Owner,,,Other,
549,1756,Driver,22.0,Major,"Automobile, Station Wagon",Going Ahead
549,1757,Driver,42.0,None,Municipal Transit Bus (TTC),Going Ahead
550,1758,Driver,42.0,Major,"Automobile, Station Wagon",Going Ahead
550,1759,Other Property Owner,,,Other,
551,1760,Driver,47.0,None,"Automobile, Station Wagon",Turning Left
551,1761,Pedestrian,72.0,Major,Other,
552,1762,Vehicle Owner,,,Other,
552,1763,Truck Driver,57.0,None,Truck - Open,Slowing or Stopping
552,1764,Passenger,22.0,Major,Other,
552,1765,Driver,27.0,Minor,"Automobile, Station Wagon",Stopped
553,1766,Vehicle Owner,,,Other,
553,1767,Driver,22.0,None,"Automobile, Station Wagon",Turning Left
553,1768,Pedestrian,37.0,Major,Other,
554,1769,Driver,57.0,None,"Automobile, Station Wagon",Going Ahead
554,1770,Pedestrian,32.0,Major,Other,
555,1771,Driver,52.0,None,"Automobile, Station Wagon",Turning Left
555,1772,Cyclist,52.0,Fatal,Bicycle,
556,1773,Driver,67.0,None,"Automobile, Station Wagon",Turning Left
556,1774,Cyclist,57.0,Major,Bicycle,Going Ahead
557,1775,Driver,,None,"Automobile, Station Wagon",Going Ahead
557,1776,Pedestrian,27.0,Major,Other,
558,1777,Driver,57.0,None,"Automobile, Station Wagon",Making U Turn
558,1778,Cyclist,32.0,Major,Bicycle,Going Ahead
559,1779,Driver,,None,"Automobile, Station Wagon",Turning Left
559,1780,Pedestrian,12.0,Major,Other,
560,1781,Driver,57.0,Minimal,"Automobile, Station Wagon",Going Ahead
560,1782,Driver,47.0,Major,"Automobile, Station Wagon",Slowing or Stopping
561,1783,Driver,77.0,None,"Automobile, Station Wagon",Going Ahead
561,1784,Pedestrian,67.0,Major,Other,
562,1785,Driver,27.0,Major,"Automobile, Station Wagon",Going Ahead
562,1786,Other Property Owner,,,Other,
563,1787,Driver,57.0,None,"Automobile, Station Wagon",Turning Left
563,1788,Pedestrian,52.0,Major,Other,
564,1789,Motorcycle Driver,47.0,Major,Motorcycle,Going Ahead
564,1790,Vehicle Owner,,,Other,
564,1791,Driver,67.0,None,"Automobile, Station Wagon",Making U Turn
565,1792,Driver,52.0,None,"Automobile, Station Wagon",Going Ahead
565,1793,Passenger,27.0,Major,Other,
565,1794,Driver,27.0,Minor,"Automobile, Station Wagon",Going Ahead
566,1795,Passenger,22.0,Minimal,Other,
566,1796,Vehicle Owner,,,Other,
566,1797,Driver,22.0,None,"Automobile, Station Wagon",Going Ahead
566,1798,Pedestrian,42.0,Major,Other,
567,1799,Driver,57.0,Fatal,"Automobile, Station Wagon",Going Ahead
568,1800,Passenger,52.0,Major,Other,
568,1801,Driver,52.0,Minor,"Automobile, Station Wagon",Going Ahead
568,1802,Vehicle Owner,,,Other,
568,1803,Driver,22.0,Minor,"Automobile, Station Wagon",Going Ahead
568,1804,Driver,27.0,Minimal,"Automobile, Station Wagon",Going Ahead
569,1805,Driver,62.0,Major,"Automobile, Station Wagon",Stopped
569,1806,Vehicle Owner,,,Other,
569,1807,Driver,17.0,Major,"Automobile, Station Wagon",Going Ahead
570,1808,Motorcycle Driver,37.0,Fatal,Motorcycle,Merging
570,1809,Driver,42.0,None,Delivery Van,Stopped
570,1810,Vehicle Owner,,,,
570,1811,Passenger,32.0,None,,
570,1812,Driver,32.0,None,"Automobile, Station Wagon",Going Ahead
571,1813,Motorcycle Driver,37.0,Major,Motorcycle,Going Ahead
571,1814,Driver,27.0,None,Pick Up Truck,Turning Left
572,1815,Driver,62.0,Major,"Automobile, Station Wagon",Turning Left
572,1816,Vehicle Owner,,,Other,
572,1817,Driver,52.0,None,,Going Ahead
573,1818,Vehicle Owner,,,Other,
573,1819,Driver,32.0,None,"Automobile, Station Wagon",Going Ahead
573,1820,Driver,37.0,Major,"Automobile, Station Wagon",Going Ahead
574,1821,Driver,,None,"Automobile, Station Wagon",Turning Right
574,1822,Pedestrian,82.0,Major,Other,
575,1823,Vehicle Owner,,,Other,
575,1824,Truck Driver,47.0,None,Truck - Open,Turning Right
575,1825,Pedestrian,37.0,Major,Other,
576,1826,Driver,42.0,Major,"Automobile, Station Wagon",Parked
576,1827,Vehicle Owner,,,Other,
576,1828,Driver,37.0,Minor,"Automobile, Station Wagon",Going Ahead
577,1829,Driver,82.0,Major,"Automobile, Station Wagon",Turning Left
577,1830,Driver,22.0,Major,"Automobile, Station Wagon",Going Ahead
578,1831,Passenger,22.0,Major,Other,
578,1832,Vehicle Owner,,,Other,
578,1833,Driver,22.0,Minor,"Automobile, Station Wagon",Going Ahead
578,1834,Driver,17.0,None,"Automobile, Station Wagon",Going Ahead
579,1835,Passenger,32.0,Major,Other,
579,1836,Passenger,37.0,Minor,Other,
579,1837,Driver,37.0,Minor,"Automobile, Station Wagon",Going Ahead
579,1838,Driver,17.0,None,"Automobile, Station Wagon",Going Ahead
580,1839,Vehicle Owner,,,Other,
580,1840,Driver,52.0,Major,"Automobile, Station Wagon",Going Ahead
580,1841,Passenger,22.0,Minimal,Other,
580,1842,Driver,22.0,None,"Automobile, Station Wagon",Going Ahead
581,1843,Passenger,37.0,Minor,Other,
581,1844,Driver,42.0,None,"Automobile, Station Wagon",Going Ahead
581,1845,Driver,17.0,None,"Automobile, Station Wagon",Going Ahead
581,1846,Passenger,17.0,Major,Other,
581,1847,Driver,22.0,Major,"Automobile, Station Wagon",Going Ahead
582,1848,Driver,72.0,Major,"Automobile, Station Wagon",Slowing or Stopping
582,1849,Passenger,52.0,Minimal,Other,
582,1850,Driver,32.0,Minimal,"Automobile, Station Wagon",Going Ahead
583,1851,Vehicle Owner,,,Other,
583,1852,Driver,42.0,Major,"Automobile, Station Wagon",Going Ahead
583,1853,Driver,27.0,Minimal,"Automobile, Station Wagon",Turning Left
584,1854,Driver,47.0,Minor,"Automobile, Station Wagon",Turning Left
584,1855,Driver,52.0,None,"Automobile, Station Wagon",Stopped
584,1856,Driver,37.0,Major,"Automobile, Station Wagon",Going Ahead
585,1857,Driver,62.0,Major,"Automobile, Station Wagon",Other
586,1858,Driver,52.0,None,"Automobile, Station Wagon",Reversing
586,1859,Pedestrian,27.0,Major,Other,
587,1860,Passenger,17.0,Minimal,Other,
587,1861,Passenger,52.0,Minimal,Other,
587,1862,Driver,47.0,Major,"Automobile, Station Wagon",Going Ahead
587,1863,Driver,37.0,Minor,"Automobile, Station Wagon",Going Ahead
588,1864,Driver,42.0,None,"Automobile, Station Wagon",Going Ahead
588,1865,Passenger,62.0,Minor,Other,
588,1866,Driver,67.0,Major,"Automobile, Station Wagon",Going Ahead
589,1867,Vehicle Owner,,,Other,
589,1868,Driver,37.0,None,"Automobile, Station Wagon",Going Ahead
589,1869,Pedestrian,2.0,Major,Other,
590,1870,Passenger,22.0,Major,Other,
